wkmrid , wkmridVersioned , accessionNumber , serialCode , kitabooId , isbn10 , isbn13 , electronicIsbn10 , electronicIsbn13 , doi , issn , assetVersion , product , status , productVersion
wkmrid_228 , wkmridversioned_228 ,  01437126/1st_Edition/4  , 01437126  , kitabooId_228 ,  , 978-0-8261-1073-2 ,  , 978-0-8261-1073-2 , doi_228 , issn_228 , assetVersion_228 , DMUCE  , beta , beta
wkmrid_229 , wkmridversioned_229 ,  01276471/5th_Edition/8  , 01276471  , kitabooId_229 , 0-7817-9256-8 , 978-0-7817-9256-1 , 0-7817-9256-8 , 978-0-7817-9256-1 , doi_229 , issn_229 , assetVersion_229 , CKJET  , beta , beta
wkmrid_230 , wkmridversioned_230 ,  00139871/4th_Edition/9  , 00139871  , kitabooId_230 , 0-7817-2897-5 ,  , 0-7817-2897-5 ,  , doi_230 , issn_230 , assetVersion_230 , VREUK  , beta , beta
wkmrid_231 , wkmridversioned_231 ,  02054642/1st_Edition/2  , 02054642  , kitabooId_231 , 0-89203-333-9 ,  , 0-89203-333-9 ,  , doi_231 , issn_231 , assetVersion_231 , NJERL  , beta , beta
wkmrid_232 , wkmridversioned_232 ,  01382467/1st_Edition/2  , 01382467  , kitabooId_232 , 0-7817-5315-5 , 978-0-7817-5315-9 , 0-7817-5315-5 , 978-0-7817-5315-9 , doi_232 , issn_232 , assetVersion_232 , XXSTM  , beta , beta
wkmrid_233 , wkmridversioned_233 ,  01437127/2nd_Edition/2  , 01437127  , kitabooId_233 ,  , 978-0-8261-2548-4 ,  , 978-0-8261-2548-4 , doi_233 , issn_233 , assetVersion_233 , OEMPK  , beta , beta
wkmrid_234 , wkmridversioned_234 ,  01437128/1st_Edition/1  , 01437128  , kitabooId_234 , 0-8261-0278-6 , 978-0-8261-0278-2 , 0-8261-0278-6 , 978-0-8261-0278-2 , doi_234 , issn_234 , assetVersion_234 , GFSMD  , beta , beta
wkmrid_235 , wkmridversioned_235 ,  01437129/1st_Edition/1  , 01437129  , kitabooId_235 ,  , 978-0-8261-3822-4 ,  , 978-0-8261-3822-4 , doi_235 , issn_235 , assetVersion_235 , ITPQB  , beta , beta
wkmrid_236 , wkmridversioned_236 ,  01282414/1st_Edition/6  , 01282414  , kitabooId_236 , 88-470-0290-7 , 978-88-470-0290-6 , 88-470-0290-7 , 978-88-470-0290-6 , doi_236 , issn_236 , assetVersion_236 , YCYMB  , beta , beta
wkmrid_237 , wkmridversioned_237 ,  01337242/1st_Edition/6  , 01337242  , kitabooId_237 , 1-58829-406-4 , 978-1-58829-406-7 , 1-58829-406-4 , 978-1-58829-406-7 , doi_237 , issn_237 , assetVersion_237 , TSTVR  , beta , beta
wkmrid_238 , wkmridversioned_238 ,  01282415/1st_Edition/3  , 01282415  , kitabooId_238 , 3-540-41099-6 , 978-3-540-41099-7 , 3-540-41099-6 , 978-3-540-41099-7 , doi_238 , issn_238 , assetVersion_238 , CQYST  , beta , beta
wkmrid_239 , wkmridversioned_239 ,  01436150/1st_Edition/1  , 01436150  , kitabooId_239 ,  , 978-1-934115-86-2 ,  , 978-1-934115-86-2 , doi_239 , issn_239 , assetVersion_239 , YJDCB  , beta , beta
wkmrid_240 , wkmridversioned_240 ,  01282416/1st_Edition/2  , 01282416  , kitabooId_240 , 0-387-25404-8 , 978-0387-25404-3 , 0-387-25404-8 , 978-0387-25404-3 , doi_240 , issn_240 , assetVersion_240 , NLJLD  , beta , beta
wkmrid_241 , wkmridversioned_241 ,  01222972/3rd_Edition/9  , 01222972  , kitabooId_241 , 0-7817-3549-1 ,  , 0-7817-3549-1 ,  , doi_241 , issn_241 , assetVersion_241 , WIHXR  , beta , beta
wkmrid_242 , wkmridversioned_242 ,  00139872/4th_Edition/33  , 00139872  , kitabooId_242 , 0-7817-3220-4 ,  , 0-7817-3220-4 ,  , doi_242 , issn_242 , assetVersion_242 , THEWP  , beta , beta
wkmrid_243 , wkmridversioned_243 ,  01438916/1st_Edition/3  , 01438916  , kitabooId_243 ,  , 978-1-4051-7820-4 ,  , 978-1-4051-7820-4 , doi_243 , issn_243 , assetVersion_243 , BKPTJ  , beta , beta
wkmrid_244 , wkmridversioned_244 ,  01435037/1st_Edition/3  , 01435037  , kitabooId_244 , 0-7279-1668-8 ,  , 0-7279-1668-8 ,  , doi_244 , issn_244 , assetVersion_244 , IWDPX  , beta , beta
wkmrid_245 , wkmridversioned_245 ,  02054643/1st_Edition/2  , 02054643  , kitabooId_245 ,  , 978-0-89203-954-8 ,  , 978-0-89203-954-8 , doi_245 , issn_245 , assetVersion_245 , OWBWO  , beta , beta
wkmrid_246 , wkmridversioned_246 ,  01823258/2nd_Edition/2  , 01823258  , kitabooId_246 ,  , 978-0-8261-3426-4 ,  , 978-0-8261-3426-4 , doi_246 , issn_246 , assetVersion_246 , ECMJY  , beta , beta
wkmrid_247 , wkmridversioned_247 ,  02049985/3rd_Edition/2  , 02049985  , kitabooId_247 ,  , 978-0-8261-3418-9 ,  , 978-0-8261-3418-9 , doi_247 , issn_247 , assetVersion_247 , FAGKO  , beta , beta
wkmrid_248 , wkmridversioned_248 ,  01974513/1st_Edition/8  , 01974513  , kitabooId_248 ,  , 978-0-8261-2762-4 ,  , 978-0-8261-2762-4 , doi_248 , issn_248 , assetVersion_248 , SKUGA  , beta , beta
wkmrid_249 , wkmridversioned_249 ,  01257037/2nd_Edition/3  , 01257037  , kitabooId_249 , 0-7817-5092-X ,  , 0-7817-5092-X ,  , doi_249 , issn_249 , assetVersion_249 , AUYRH  , beta , beta
wkmrid_250 , wkmridversioned_250 ,  01893705/3rd_Edition/2  , 01893705  , kitabooId_250 ,  , 978-1-4511-8369-6 ,  , 978-1-4511-8369-6 , doi_250 , issn_250 , assetVersion_250 , KXODO  , beta , beta
wkmrid_251 , wkmridversioned_251 ,  01787277/1st_Edition/3  , 01787277  , kitabooId_251 ,  , 978-1-4511-8393-1 ,  , 978-1-4511-8393-1 , doi_251 , issn_251 , assetVersion_251 , ESRQS  , beta , beta
wkmrid_252 , wkmridversioned_252 ,  01382695/1st_Edition/4  , 01382695  , kitabooId_252 , 0-7817-3247-6 , 978-0-7817-3247-5 , 0-7817-3247-6 , 978-0-7817-3247-5 , doi_252 , issn_252 , assetVersion_252 , IUVTJ  , beta , beta
wkmrid_253 , wkmridversioned_253 ,  02191070/2nd_Edition/2  , 02191070  , kitabooId_253 ,  , 978-1-975114-68-8 ,  , 978-1-975114-68-8 , doi_253 , issn_253 , assetVersion_253 , RQOOS  , beta , beta
wkmrid_254 , wkmridversioned_254 ,  01437130/1st_Edition/5  , 01437130  , kitabooId_254 ,  , 978-0-8261-0295-9 ,  , 978-0-8261-0295-9 , doi_254 , issn_254 , assetVersion_254 , FUFYM  , beta , beta
wkmrid_255 , wkmridversioned_255 ,  01694313/1st_Edition/4  , 01694313  , kitabooId_255 ,  , 978-1-444-11214-6 ,  , 978-1-444-11214-6 , doi_255 , issn_255 , assetVersion_255 , DNCBA  , beta , beta
wkmrid_256 , wkmridversioned_256 ,  01741062/1st_Edition/2  , 01741062  , kitabooId_256 ,  , 978-1-4051-3619-8 ,  , 978-1-4051-3619-8 , doi_256 , issn_256 , assetVersion_256 , WVLBA  , beta , beta
wkmrid_257 , wkmridversioned_257 ,  01279697/1st_Edition/5  , 01279697  , kitabooId_257 , 0-7817-9638-5 , 978-0-7817-9638-5 , 0-7817-9638-5 , 978-0-7817-9638-5 , doi_257 , issn_257 , assetVersion_257 , JGTQO  , beta , beta
wkmrid_258 , wkmridversioned_258 ,  01720568/1st_Edition/6  , 01720568  , kitabooId_258 ,  , 978-1-107-61630-1 ,  , 978-1-107-61630-1 , doi_258 , issn_258 , assetVersion_258 , NOBBC  , beta , beta
wkmrid_259 , wkmridversioned_259 ,  01720105/1st_Edition/2  , 01720105  , kitabooId_259 ,  , 978-0-19-956163-6 ,  , 978-0-19-956163-6 , doi_259 , issn_259 , assetVersion_259 , YQJNW  , beta , beta
wkmrid_260 , wkmridversioned_260 ,  01436151/1st_Edition/2  , 01436151  , kitabooId_260 ,  , 978-3-540-45454-0 ,  , 978-3-540-45454-0 , doi_260 , issn_260 , assetVersion_260 , RHQCR  , beta , beta
wkmrid_261 , wkmridversioned_261 ,  01438917/1st_Edition/2  , 01438917  , kitabooId_261 ,  , 978-1-4051-5858-9 ,  , 978-1-4051-5858-9 , doi_261 , issn_261 , assetVersion_261 , KIGAQ  , beta , beta
wkmrid_262 , wkmridversioned_262 ,  01317123/1st_Edition/3  , 01317123  , kitabooId_262 , 1-59259-954-0 , 978-1-59259-954-7 , 1-59259-954-0 , 978-1-59259-954-7 , doi_262 , issn_262 , assetVersion_262 , RITVU  , beta , beta
wkmrid_263 , wkmridversioned_263 ,  01698943/1st_Edition/3  , 01698943  , kitabooId_263 ,  , 978-0-8261-2458-6 ,  , 978-0-8261-2458-6 , doi_263 , issn_263 , assetVersion_263 , SVNIU  , beta , beta
wkmrid_264 , wkmridversioned_264 ,  01273132/1st_Edition/3  , 01273132  , kitabooId_264 , 0-7817-5037-7 , 978-0-7817-5037-0 , 0-7817-5037-7 , 978-0-7817-5037-0 , doi_264 , issn_264 , assetVersion_264 , CNBSU  , beta , beta
wkmrid_265 , wkmridversioned_265 ,  01698944/2nd_Edition/2  , 01698944  , kitabooId_265 ,  , 978-0-8261-2426-5 ,  , 978-0-8261-2426-5 , doi_265 , issn_265 , assetVersion_265 , WIUIL  , beta , beta
wkmrid_266 , wkmridversioned_266 ,  01838276/3rd_Edition/2  , 01838276  , kitabooId_266 ,  , 978-0-8261-2308-4 ,  , 978-0-8261-2308-4 , doi_266 , issn_266 , assetVersion_266 , AREPB  , beta , beta
wkmrid_267 , wkmridversioned_267 ,  02097238/4th_Edition/2  , 02097238  , kitabooId_267 ,  , 978-0-8261-2424-1 ,  , 978-0-8261-2424-1 , doi_267 , issn_267 , assetVersion_267 , NNFOU  , beta , beta
wkmrid_268 , wkmridversioned_268 ,  01437651/1st_Edition/5  , 01437651  , kitabooId_268 ,  , 978-0-76375-878-3 ,  , 978-0-76375-878-3 , doi_268 , issn_268 , assetVersion_268 , JWOPM  , beta , beta
wkmrid_269 , wkmridversioned_269 ,  01337399/1st_Edition/6  , 01337399  , kitabooId_269 , 0-7817-7629-5 , 978-0-7817-7629-5 , 0-7817-7629-5 , 978-0-7817-7629-5 , doi_269 , issn_269 , assetVersion_269 , OFVTV  , beta , beta
wkmrid_270 , wkmridversioned_270 ,  02134385/1st_Edition/2  , 02134385  , kitabooId_270 ,  , 978-1-107-08871-9 ,  , 978-1-107-08871-9 , doi_270 , issn_270 , assetVersion_270 , AXAWI  , beta , beta
wkmrid_271 , wkmridversioned_271 ,  02045053/2nd_Edition/2  , 02045053  , kitabooId_271 ,  , 978-1-935864-55-4 ,  , 978-1-935864-55-4 , doi_271 , issn_271 , assetVersion_271 , YJSFV  , beta , beta
wkmrid_272 , wkmridversioned_272 ,  01436278/1st_Edition/4  , 01436278  , kitabooId_272 ,  , 978-0-7817-9165-6 ,  , 978-0-7817-9165-6 , doi_272 , issn_272 , assetVersion_272 , BEPFL  , beta , beta
wkmrid_273 , wkmridversioned_273 ,  02158050/3rd_Edition/2  , 02158050  , kitabooId_273 ,  , 978-0-8261-5021-9 ,  , 978-0-8261-5021-9 , doi_273 , issn_273 , assetVersion_273 , QLXQI  , beta , beta
wkmrid_274 , wkmridversioned_274 ,  01437657/1st_Edition/4  , 01437657  , kitabooId_274 , 0-7637-6449-3 , 978-0-76376-449-4 , 0-7637-6449-3 , 978-0-76376-449-4 , doi_274 , issn_274 , assetVersion_274 , SXKEK  , beta , beta
wkmrid_275 , wkmridversioned_275 ,  01282418/1st_Edition/4  , 01282418  , kitabooId_275 , 3-211-23368-7 , 978-3-211-23368-9 , 3-211-23368-7 , 978-3-211-23368-9 , doi_275 , issn_275 , assetVersion_275 , YHDAU  , beta , beta
wkmrid_276 , wkmridversioned_276 ,  01965273/1st_Edition/2  , 01965273  , kitabooId_276 ,  , 978-0-8261-3857-6 ,  , 978-0-8261-3857-6 , doi_276 , issn_276 , assetVersion_276 , BGWDS  , beta , beta
wkmrid_277 , wkmridversioned_277 ,  02054620/5th_Edition/4  , 02054620  , kitabooId_277 ,  , 978-0-8261-7251-8 ,  , 978-0-8261-7251-8 , doi_277 , issn_277 , assetVersion_277 , BHCTW  , beta , beta
wkmrid_278 , wkmridversioned_278 ,  01437131/4th_Edition/2  , 01437131  , kitabooId_278 ,  , 978-0-8261-0515-8 ,  , 978-0-8261-0515-8 , doi_278 , issn_278 , assetVersion_278 , RANXE  , beta , beta
wkmrid_279 , wkmridversioned_279 ,  01884428/2nd_Edition/2  , 01884428  , kitabooId_279 , 1-4496-6506-3 , 978-1-4496-6506-7 , 1-4496-6506-3 , 978-1-4496-6506-7 , doi_279 , issn_279 , assetVersion_279 , QLYGX  , beta , beta
wkmrid_280 , wkmridversioned_280 ,  01974514/1st_Edition/3  , 01974514  , kitabooId_280 ,  , 978-0-8261-2608-5 ,  , 978-0-8261-2608-5 , doi_280 , issn_280 , assetVersion_280 , BCIVD  , beta , beta
wkmrid_281 , wkmridversioned_281 ,  02118310/6th_Edition/4  , 02118310  , kitabooId_281 ,  , 978-0-8261-6152-9 ,  , 978-0-8261-6152-9 , doi_281 , issn_281 , assetVersion_281 , SOLBR  , beta , beta
wkmrid_282 , wkmridversioned_282 ,  01382891/1st_Edition/2  , 01382891  , kitabooId_282 , 0-7817-4331-1 , 978-0-7817-4331-0 , 0-7817-4331-1 , 978-0-7817-4331-0 , doi_282 , issn_282 , assetVersion_282 , WQUEA  , beta , beta
wkmrid_283 , wkmridversioned_283 ,  01698945/1st_Edition/3  , 01698945  , kitabooId_283 ,  , 978-0-8261-0870-8 ,  , 978-0-8261-0870-8 , doi_283 , issn_283 , assetVersion_283 , FSSVI  , beta , beta
wkmrid_284 , wkmridversioned_284 ,  01979363/2nd_Edition/2  , 01979363  , kitabooId_284 ,  , 978-0-8261-3253-6 ,  , 978-0-8261-3253-6 , doi_284 , issn_284 , assetVersion_284 , SVSPC  , beta , beta
wkmrid_285 , wkmridversioned_285 ,  01745889/1st_Edition/2  , 01745889  , kitabooId_285 , 0-8138-0524-4 , 978-0-8138-0524-5 , 0-8138-0524-4 , 978-0-8138-0524-5 , doi_285 , issn_285 , assetVersion_285 , DPQPH  , beta , beta
wkmrid_286 , wkmridversioned_286 ,  02054648/2nd_Edition/3  , 02054648  , kitabooId_286 ,  , 978-1-62552-546-8 ,  , 978-1-62552-546-8 , doi_286 , issn_286 , assetVersion_286 , FOWBA  , beta , beta
wkmrid_287 , wkmridversioned_287 ,  02054647/2nd_Edition/5  , 02054647  , kitabooId_287 ,  , 978-0-89203-844-2 ,  , 978-0-89203-844-2 , doi_287 , issn_287 , assetVersion_287 , KVJCR  , beta , beta
wkmrid_288 , wkmridversioned_288 ,  02054644/2nd_Edition/4  , 02054644  , kitabooId_288 ,  , 978-1-62552-557-4 ,  , 978-1-62552-557-4 , doi_288 , issn_288 , assetVersion_288 , PBCVU  , beta , beta
wkmrid_289 , wkmridversioned_289 ,  02054645/1st_Edition/2  , 02054645  , kitabooId_289 ,  , 978-0-89203-452-9 ,  , 978-0-89203-452-9 , doi_289 , issn_289 , assetVersion_289 , ETSRU  , beta , beta
wkmrid_290 , wkmridversioned_290 ,  02054649/2nd_Edition/4  , 02054649  , kitabooId_290 ,  , 978-1-62552-544-4 ,  , 978-1-62552-544-4 , doi_290 , issn_290 , assetVersion_290 , IKOYA  , beta , beta
wkmrid_291 , wkmridversioned_291 ,  02054646/1st_Edition/3  , 02054646  , kitabooId_291 ,  , 978-0-89203-581-6 ,  , 978-0-89203-581-6 , doi_291 , issn_291 , assetVersion_291 , HJPCH  , beta , beta
wkmrid_292 , wkmridversioned_292 ,  01720106/1st_Edition/2  , 01720106  , kitabooId_292 ,  , 978-0-19-956928-1 ,  , 978-0-19-956928-1 , doi_292 , issn_292 , assetVersion_292 , KASJO  , beta , beta
wkmrid_293 , wkmridversioned_293 ,  01329151/3rd_Edition/2  , 01329151  , kitabooId_293 , 0-7817-7068-8 , 978-0-7817-7068-2 , 0-7817-7068-8 , 978-0-7817-7068-2 , doi_293 , issn_293 , assetVersion_293 , DXBOB  , beta , beta
wkmrid_294 , wkmridversioned_294 ,  01437132/1st_Edition/2  , 01437132  , kitabooId_294 ,  , 978-0-8261-0450-2 ,  , 978-0-8261-0450-2 , doi_294 , issn_294 , assetVersion_294 , IYPCD  , beta , beta
wkmrid_295 , wkmridversioned_295 ,  01438918/1st_Edition/2  , 01438918  , kitabooId_295 ,  , 978-0-470-51597-6 ,  , 978-0-470-51597-6 , doi_295 , issn_295 , assetVersion_295 , WMIFT  , beta , beta
wkmrid_296 , wkmridversioned_296 ,  01436153/1st_Edition/3  , 01436153  , kitabooId_296 ,  , 978-3-540-70864-3 ,  , 978-3-540-70864-3 , doi_296 , issn_296 , assetVersion_296 , CNVFP  , beta , beta
wkmrid_297 , wkmridversioned_297 ,  01741063/1st_Edition/2  , 01741063  , kitabooId_297 , 1-4051-8745-X , 978-1-4051-8745-9 , 1-4051-8745-X , 978-1-4051-8745-9 , doi_297 , issn_297 , assetVersion_297 , DRGMD  , beta , beta
wkmrid_299 , wkmridversioned_299 ,  01437026/1st_Edition/5  , 01437026  , kitabooId_299 ,  , 978-1-607-95004-2 ,  , 978-1-607-95004-2 , doi_299 , issn_299 , assetVersion_299 , REXPS  , beta , beta
wkmrid_300 , wkmridversioned_300 ,  01437038/1st_Edition/6  , 01437038  , kitabooId_300 ,  , 978-1-60795-011-0 ,  , 978-1-60795-011-0 , doi_300 , issn_300 , assetVersion_300 , URYPB  , beta , beta
wkmrid_301 , wkmridversioned_301 ,  01437034/1st_Edition/5  , 01437034  , kitabooId_301 ,  , 978-1-55009-126-7 ,  , 978-1-55009-126-7 , doi_301 , issn_301 , assetVersion_301 , HEPGL  , beta , beta
wkmrid_302 , wkmridversioned_302 ,  01437039/1st_Edition/5  , 01437039  , kitabooId_302 , 1-55009-201-4 ,  , 1-55009-201-4 ,  , doi_302 , issn_302 , assetVersion_302 , HHCGM  , beta , beta
wkmrid_303 , wkmridversioned_303 ,  01282419/1st_Edition/3  , 01282419  , kitabooId_303 , 3-211-21403-8 , 978-3-211-21403-9 , 3-211-21403-8 , 978-3-211-21403-9 , doi_303 , issn_303 , assetVersion_303 , TIRGC  , beta , beta
wkmrid_304 , wkmridversioned_304 ,  01282420/1st_Edition/2  , 01282420  , kitabooId_304 , 13 978-3-211-28253-3 ,  , 13 978-3-211-28253-3 ,  , doi_304 , issn_304 , assetVersion_304 , XMMAT  , beta , beta
wkmrid_305 , wkmridversioned_305 ,  01436154/1st_Edition/3  , 01436154  , kitabooId_305 ,  , 978-3-211-47416-7 ,  , 978-3-211-47416-7 , doi_305 , issn_305 , assetVersion_305 , JOLGF  , beta , beta
wkmrid_306 , wkmridversioned_306 ,  01436155/1st_Edition/2  , 01436155  , kitabooId_306 ,  , 978-3-211-72282-4 ,  , 978-3-211-72282-4 , doi_306 , issn_306 , assetVersion_306 , LWWVR  , beta , beta
wkmrid_307 , wkmridversioned_307 ,  01626559/1st_Edition/4  , 01626559  , kitabooId_307 ,  , 978-1-78084-086-4 ,  , 978-1-78084-086-4 , doi_307 , issn_307 , assetVersion_307 , WLWSH  , beta , beta
wkmrid_308 , wkmridversioned_308 ,  01626560/1st_Edition/5  , 01626560  , kitabooId_308 ,  , 978-1-78084-084-0 ,  , 978-1-78084-084-0 , doi_308 , issn_308 , assetVersion_308 , EYBVP  , beta , beta
wkmrid_309 , wkmridversioned_309 ,  01612954/1st_Edition/2  , 01612954  , kitabooId_309 ,  , 9781780840147 ,  , 9781780840147 , doi_309 , issn_309 , assetVersion_309 , MKFUJ  , beta , beta
wkmrid_310 , wkmridversioned_310 ,  01626561/1st_Edition/4  , 01626561  , kitabooId_310 ,  , 978-1-7808-4042-0 ,  , 978-1-7808-4042-0 , doi_310 , issn_310 , assetVersion_310 , NYVUE  , beta , beta
wkmrid_311 , wkmridversioned_311 ,  01437988/1st_Edition/3  , 01437988  , kitabooId_311 ,  , 981-283-233-5 ,  , 981-283-233-5 , doi_311 , issn_311 , assetVersion_311 , YVJLT  , beta , beta
wkmrid_312 , wkmridversioned_312 ,  01626562/1st_Edition/2  , 01626562  , kitabooId_312 ,  , 978-1-78084-030-7 ,  , 978-1-78084-030-7 , doi_312 , issn_312 , assetVersion_312 , ICLSL  , beta , beta
wkmrid_313 , wkmridversioned_313 ,  01436156/2nd_Edition/2  , 01436156  , kitabooId_313 ,  , 978-0-387-73160-5 ,  , 978-0-387-73160-5 , doi_313 , issn_313 , assetVersion_313 , BRVXM  , beta , beta
wkmrid_314 , wkmridversioned_314 ,  01741064/1st_Edition/2  , 01741064  , kitabooId_314 ,  , 978-0-470-72702-7 ,  , 978-0-470-72702-7 , doi_314 , issn_314 , assetVersion_314 , WMQBN  , beta , beta
wkmrid_315 , wkmridversioned_315 ,  01282421/1st_Edition/2  , 01282421  , kitabooId_315 , 88-470-0457-8 , 978-88-470-0457-3 , 88-470-0457-8 , 978-88-470-0457-3 , doi_315 , issn_315 , assetVersion_315 , VOTIC  , beta , beta
wkmrid_316 , wkmridversioned_316 ,  01437955/1st_Edition/4  , 01437955  , kitabooId_316 ,  , 9789812561077 ,  , 9789812561077 , doi_316 , issn_316 , assetVersion_316 , SUOME  , beta , beta
wkmrid_317 , wkmridversioned_317 ,  01282422/1st_Edition/5  , 01282422  , kitabooId_317 , 0-387-23997-9 , 978-0387-23997-2 , 0-387-23997-9 , 978-0387-23997-2 , doi_317 , issn_317 , assetVersion_317 , CSTHE  , beta , beta
wkmrid_318 , wkmridversioned_318 ,  01438919/1st_Edition/5  , 01438919  , kitabooId_318 , 1-4051-7083-2 , 978-1-4051-7083-3 , 1-4051-7083-2 , 978-1-4051-7083-3 , doi_318 , issn_318 , assetVersion_318 , BQBED  , beta , beta
wkmrid_319 , wkmridversioned_319 ,  01436157/1st_Edition/2  , 01436157  , kitabooId_319 ,  , 978-1-4020-8853-7 ,  , 978-1-4020-8853-7 , doi_319 , issn_319 , assetVersion_319 , NUVVH  , beta , beta
wkmrid_320 , wkmridversioned_320 ,  01282423/1st_Edition/2  , 01282423  , kitabooId_320 , 1-4020-4383-X , 978-1-4020-4383-3 , 1-4020-4383-X , 978-1-4020-4383-3 , doi_320 , issn_320 , assetVersion_320 , ORHHW  , beta , beta
wkmrid_321 , wkmridversioned_321 ,  02158099/1st_Edition/3  , 02158099  , kitabooId_321 ,  , 978-3-318-06314-1 ,  , 978-3-318-06314-1 , doi_321 , issn_321 , assetVersion_321 , AEGWN  , beta , beta
wkmrid_322 , wkmridversioned_322 ,  01626563/1st_Edition/3  , 01626563  , kitabooId_322 ,  , 978-1-78084-094-9 ,  , 978-1-78084-094-9 , doi_322 , issn_322 , assetVersion_322 , ACDQO  , beta , beta
wkmrid_323 , wkmridversioned_323 ,  01586219/1st_Edition/3  , 01586219  , kitabooId_323 ,  , 981-4271-70-5 ,  , 981-4271-70-5 , doi_323 , issn_323 , assetVersion_323 , GCOQF  , beta , beta
wkmrid_324 , wkmridversioned_324 ,  01436138/1st_Edition/2  , 01436138  , kitabooId_324 ,  , 978-1-4020-5577-5 ,  , 978-1-4020-5577-5 , doi_324 , issn_324 , assetVersion_324 , NPICR  , beta , beta
wkmrid_325 , wkmridversioned_325 ,  01436139/1st_Edition/1  , 01436139  , kitabooId_325 ,  , 978-3-540-73676-9 ,  , 978-3-540-73676-9 , doi_325 , issn_325 , assetVersion_325 , AILUF  , beta , beta
wkmrid_326 , wkmridversioned_326 ,  01612953/1st_Edition/2  , 01612953  , kitabooId_326 ,  , 9781780840161 ,  , 9781780840161 , doi_326 , issn_326 , assetVersion_326 , VEHTW  , beta , beta
wkmrid_327 , wkmridversioned_327 ,  01626564/1st_Edition/2  , 01626564  , kitabooId_327 ,  , 978-1-78084-080-2 ,  , 978-1-78084-080-2 , doi_327 , issn_327 , assetVersion_327 , PWNVO  , beta , beta
wkmrid_328 , wkmridversioned_328 ,  01626565/1st_Edition/5  , 01626565  , kitabooId_328 ,  , 978-1-78084-070-3 ,  , 978-1-78084-070-3 , doi_328 , issn_328 , assetVersion_328 , EYCJK  , beta , beta
wkmrid_329 , wkmridversioned_329 ,  01626554/1st_Edition/2  , 01626554  , kitabooId_329 ,  , 978-1-78084-088-8 ,  , 978-1-78084-088-8 , doi_329 , issn_329 , assetVersion_329 , UTRSV  , beta , beta
wkmrid_330 , wkmridversioned_330 ,  01612952/1st_Edition/2  , 01612952  , kitabooId_330 ,  , 9781780840680 ,  , 9781780840680 , doi_330 , issn_330 , assetVersion_330 , XMRTH  , beta , beta
wkmrid_331 , wkmridversioned_331 ,  01612951/1st_Edition/2  , 01612951  , kitabooId_331 ,  , 9781780840345 ,  , 9781780840345 , doi_331 , issn_331 , assetVersion_331 , HFGJS  , beta , beta
wkmrid_332 , wkmridversioned_332 ,  02050050/1st_Edition/3  , 02050050  , kitabooId_332 ,  , 978-1-78639-032-5 ,  , 978-1-78639-032-5 , doi_332 , issn_332 , assetVersion_332 , JVIPA  , beta , beta
wkmrid_333 , wkmridversioned_333 ,  01756888/1st_Edition/3  , 01756888  , kitabooId_333 ,  , 978-1-78084-162-5 ,  , 978-1-78084-162-5 , doi_333 , issn_333 , assetVersion_333 , AXGUM  , beta , beta
wkmrid_334 , wkmridversioned_334 ,  01282425/1st_Edition/1  , 01282425  , kitabooId_334 , 3-540-00522-6 , 978-3-540-00522-3 , 3-540-00522-6 , 978-3-540-00522-3 , doi_334 , issn_334 , assetVersion_334 , VIHKK  , beta , beta
wkmrid_335 , wkmridversioned_335 ,  02158100/1st_Edition/4  , 02158100  , kitabooId_335 ,  , 978-3-318-06361-5 ,  , 978-3-318-06361-5 , doi_335 , issn_335 , assetVersion_335 , KJOIT  , beta , beta
wkmrid_336 , wkmridversioned_336 ,  01282660/1st_Edition/3  , 01282660  , kitabooId_336 , 0-7817-6235-9 , 978-0-7817-6235-9 , 0-7817-6235-9 , 978-0-7817-6235-9 , doi_336 , issn_336 , assetVersion_336 , VOUNP  , beta , beta
wkmrid_337 , wkmridversioned_337 ,  01626585/2nd_Edition/4  , 01626585  , kitabooId_337 , 1-60913-238-6 , 978-1-60913-238-5 , 1-60913-238-6 , 978-1-60913-238-5 , doi_337 , issn_337 , assetVersion_337 , YHLWJ  , beta , beta
wkmrid_338 , wkmridversioned_338 ,  01756889/1st_Edition/3  , 01756889  , kitabooId_338 ,  , 978-1-78084-225-7 ,  , 978-1-78084-225-7 , doi_338 , issn_338 , assetVersion_338 , DGDBT  , beta , beta
wkmrid_339 , wkmridversioned_339 ,  01866990/1st_Edition/4  , 01866990  , kitabooId_339 ,  , 978-1-4511-9288-9 ,  , 978-1-4511-9288-9 , doi_339 , issn_339 , assetVersion_339 , XJGXO  , beta , beta
wkmrid_340 , wkmridversioned_340 ,  01856992/1st_Edition/2  , 01856992  , kitabooId_340 ,  , 978-1-4511-9091-5 ,  , 978-1-4511-9091-5 , doi_340 , issn_340 , assetVersion_340 , YFYDP  , beta , beta
wkmrid_341 , wkmridversioned_341 ,  01845100/1st_Edition/2  , 01845100  , kitabooId_341 ,  , 978-1-4511-9171-4 ,  , 978-1-4511-9171-4 , doi_341 , issn_341 , assetVersion_341 , HIJIF  , beta , beta
wkmrid_342 , wkmridversioned_342 ,  01762482/1st_Edition/2  , 01762482  , kitabooId_342 ,  , 978-1-4511-8277-4 ,  , 978-1-4511-8277-4 , doi_342 , issn_342 , assetVersion_342 , DJGHO  , beta , beta
